,,,,,,,,,,
,,,,,,,,,,
Sl. No.,Name of NGOs,Address,Reg. No,Reg. Date,Renewed on,Valid till,District,Country,Remarks,
570,Chemf,"296/F, Tali Office Road, Rayer Bazar, Dhaka",1179,13-08-97,,13-08-02,Dhaka,Bangladesh,,
571,Chetana Mohila Sangstha,"Vill- Gokhla, PO: Hatirdia, Upazila: Monorhordi, Dist: Narsingdi.
Phone: 01721-835909",1819,29-04-03,29-04-08,29-04-13,Dhaka,Bangladesh,,
572,Chetana Samaj Kallyan Kendra,"A/133A, Flat:B-7, Road-03, Block-a, Niketon, Gulshan-1, Dhaka-1212. Phone: 9899729",1378,10-05-99,10-05-09,10-05-14,Dhaka,Bangladesh,,
573,Chetona,"West Barandi Mollapara, Amtola, Jessore
Phone: 01719-50283",2929,19-05-15,,19-05-20,Jessore,Bangladesh,,
574,Chetona Manobik Unnayan Sangstha,"Jilim Road, PO: Chapainawabgank, Sadar, Chapainawabganj
Phone: 0781-52148",2496,14-10-09,14-10-14,14-10-19,Chapainababga nj,Bangladesh,,
575,"Chetona, Paribesh & Manob Unnayan Sangstha","Vill: Maskandi, PO: Usmanpur, Upazila: Kulierchar, Dist: Kishorganj. Phone: 0288136077-9",2915,25-01-15,,25-01-20,Kishorganj,Bangladesh,,
576,Child Development Forum,"Khilgi Road (3rd Floor), Block-B, Mohammadpur, Dhaka-1207",2251,04-07-07,,04-07-12,Dhaka,Bangladesh,,
577,Child Health Awareness Foundation,"84 Bashir Uddin Road, Kalabagan, Dhaka.
Phone: 01819-387907",2778,01-04-13,,01-04-18,Dhaka,Bangladesh,,
578,Child Sight Foundation,"House-09, Flat A1 & B3, Road-2/1, Banani R/A, Dhaka
Phone: 9855731, Fax: 9841513",1978,31-10-04,31-10-14,31-10-19,Dhaka,Bangladesh,,
579,Children Development Program Mayanir,"Talitha Koumi Bhaban, House-01, Word-2, Road-04, West Vatara, Badda, Dhaka.
Phone: 8856937, Fax: 8828121
www.cdpbd.com",0623,01-06-92,10-04-12,10-04-17,Dhaka,Bangladesh,,
580,Children's Charter Foundation,"House-147/5 (Ground Floor), West Agargaon, Mohammadpur, Dhaka- 1207.",2271,12-09-07,,12-09-12,Dhaka,Bangladesh,,
581,Childrens Hope,"House-139, Lane-04, Estern Road, New DOHS, Mohakhali, Dhaka Phone: 8714256-2, Fax: 9883430",1596,10-12-00,10-12-15,10-12-20,Dhaka,Bangladesh,,
582,Children's Television Foundation of Bangladesh,"13/21 Babor Raod, Block-B, Mohammadpur, Dhaka phone: 9180331",2856,12-05-14,,12-05-19,Dhaka,Bangladesh,,
583,Chilmari Distressed Development Foundation,"P.O & Upazilla: Chilmari, Dist.: Kurigram.
Phone: 01718-131499",2520,01-12-09,,01-12-14,Kurigram,Bangladesh,,
584,Chilmari Palli Unnayan Foundation,"Thanahat Bazar, P.O+Upazilla: Chilmari, Dist.: Kurigram.
Phone: 01715-041928",2588,15-07-10,,15-07-15,Kurigram,Bangladesh,,
585,Chinishpur Dipshikha Mohila Samity,"Vill:Chinishpur, P.O:Narsingdi Govt. College, Narsingdi.
Phone : 01711-647871, 9463999",1363,06-04-99,06-04-14,06-04-19,Narsingdhi,Bangladesh,,
586,Chinnamukul Bangladesh,"Hospital Road, Kurigram-5600 Phone: 0581-62238",1525,16-05-00,16-05-15,16-05-20,Kurigram,Bangladesh,,
587,Chinnamul Shishu Kishore,"H-29B, Rd-01, Dhanmondi, Dhaka.",0452,25-03-91,25-03-06,25-03-11,Dhaka,Bangladesh,,
588,Chinnomul Foundation,"Vill: Haibatpur, PO: Nakipur, Shamnagar, Satkhira  Phone: 01926-866133",2934,25-05-15,,25-05-20,Sathkhira,Bangladesh,,
589,Chitra Mohila Samity,"G.R. Bhabon, Bhoakhali, Narail Phone : 3451",0381,09-05-90,09-05-95,09-05-00,Narail,Bangladesh,,
590,Chitra Unnayan Kendra,"Shahid Mozib Road, Room No-111, Narail.
Phone: 01720-300838",2638,03-05-11,,03-05-16,Narail,Bangladesh,,
591,"Chittagong Lions Foundation, The","Zakir Hossain Road, Chittagong Phone : 616652",0060,22-04-81,15-05-95,15-05-00,Chittagong,Bangladesh,,
592,Chittagong Society for the Disabled,"House-09, (Jahirul Islam House), Block-B, Road-17/A, High Level Road, Lalkhan Bazar, Chittagong. Phone: 04435012950",2396,04-12-08,,04-12-13,Chittagong,Bangladesh,,
593,Chittagong Women Working for Family Planning & Welfare,"61, Bodiul Alam Bhaban, Jamalkhan, Chittagong.
Phone: 031-634648",0124,20-10-82,20-04-10,20-04-15,Chittagong,Bangladesh,"Cancelled on 19/04/2010,
Revived on 07/04/2013",
594,Christan Service International,"151/5, Manipuripara (1st floor), Tejgaon, Dhaka.
Phone : 9133756",0770,11-11-93,11-11-13,11-11-18,Dhaka,USA,,
595,Christian Aid,"Apt F-3, House-1/A, Road-35, Gulshan-2, Dhaka-1212 Phone: 9859736-7
www.christianaid.org",1579,25-10-00,25-10-15,25-10-20,Dhaka,UK,,
596,Christian Commission for Development in Bangladesh (CCDB),"88, Sen Para Parbatya, Section-10, Mirpur, Dhaka.
Phone : 8011970-3, 9010817
Fax: 9020227",0008,22-04-81,15-05-15,15-05-20,Dhaka,Bangladesh,,
597,Christian Life Bangladesh,"33, Senpara Parbota, Mirpur-10, Dhaka.
Phone: 9004199",0296,18-05-89,18-05-14,18-05-19,Dhaka,Bangladesh,,
598,Christian Ministry to Children and Youth (CMCR),"54/1, Barobag, Mirpur-2, Dhaka Phone : 8023826",1140,08-03-97,08-03-12,08-03-17,Dhaka,Bangladesh,,
599,Christian Mission Hospital,"PO Box-25, Rajshah Phone: 0721-776180",0096,22-04-81,22-04-15,22-04-20,Rajshahi,Bangladesh,,
600,Christian Service Society,"82, Rupsa Stand Road, New Bazar, Khulna.
Phone: 720776",0010,22-04-81,15-05-15,15-05-20,Dhaka,Bangladesh,,
601,Chuadanga Poura Unnayan Samity,"Chuadanga Pourashava, Chuadanga",0571,08-12-91,08-12-96,08-12-01,Chuadanga,Bangladesh,,
602,Church of Bangladesh Social Development Programme,"54/1, Borobagh, Mirpur-2, Dhaka- 1216.
Phone: +880-2-8020876
Fax: +880-2-8053729
Mobile: 01731-802332",0155,04-03-83,15-05-15,15-05-20,Dhaka,Bangladesh,,
603,Churches of God Mission,"Mission House, Gohail Road, Sutrapur,  Bogra-5800 Phone : 051-66521",0006,22-04-81,15-05-15,15-05-20,Bogra,USA,,
604,Civic Bangladesh,"Kalpana Suader, A-2, 13/10 Babur Road, Block-B, Mohammadpur, Dhaka.
Phone: 8159740",2677,23-02-12,,23-02-17,Dhaka,Bangladesh,,
605,"Civil Service College, Dhaka.","63, New Eskaton Road, Dhaka.",2125,21-08-06,21-08-11,21-08-16,Dhaka,Bangladesh,,
606,Coalition for the Urban Poor (CUP),"16/19/B/B, Babar Road, Mohammadpur, Dhaka-1207 Phone: 9132887, 8115718
Fax: 9132887
www.cupbd.org",1502,18-04-00,18-04-11,18-04-16,Dhaka,Bangladesh,,
607,Coastal Area Resource Development and Management Association (CARDMA),"159, Gulshan Avenue, Dhaka Phone: 9888694, Fax: 8822676",0906,23-02-95,23-02-10,23-02-15,Dhaka,Bangladesh,,
608,Coastal Association for Social Transformation (Coast Trust),"Metro Melody, House-13 (1st Fl.), Road-2, Shyamoli, Dhaka-1207 Phone: 8125181, Fax: 9129395
www.coastbd.org",1242,24-02-98,24-02-13,24-02-18,Dhaka,Bangladesh,,
609,Coastal Development Partnership,"55/2, Islampur Road, Khulna Phone : 732865 www.cdpbd.org",1749,21-10-02,,21-10-07,Khulna,Bangladesh,,
610,Coastal Fisherfolk Community Network (COFCOM),"44/10 West Panthapath, North Dhanmondi, Dhaka.
Phone : 9180101",1337,14-01-99,,14-01-04,Dhaka,Bangladesh,,
611,Coastal Resource Centre (CRC),"2/8, Sir Syed Road, Mohammadpur, Dhaka",1162,11-06-97,,11-06-02,Dhaka,Bangladesh,,
612,Coastal Volunteer Corps,"House # 85 (2nd floor), Road # 9A, Dhanmondi R.A., Dhaka",0807,13-02-94,,13-02-99,Dhaka,Bangladesh,,
613,College of Christian Theology Bangladesh,"P.O: BPATC, Savar, Dhaka-1343 Phone: 7745824",0063,27-08-80,15-05-15,15-05-20,Dhaka,Bangladesh,,
614,Come To the Work,"Vill: Manmathapur, PO: Chaklabazar, UZ: Parbatipur, PO: 5250, Dist: Dinajpur.
Phone: 01712-041915",0238,05-10-87,05-10-12,05-10-17,Dinajpur,Bangladesh,,
615,Comilla Athonavatha Mahalia Sunghata,"511, Judge Court Road, Comilla Phone : 75778",0136,23-01-83,15-05-00,15-05-05,Comilla,Bangladesh,,
616,Comilla Proshika Centre for Development,"House # 66 (1st Floor), Road # 8A (New), Dhanmondi R/A., Dhaka. Phone : 81123531",0152,04-09-83,15-05-95,15-05-00,Dhaka,Bangladesh,,
617,Commitment for Advanced Learning Society (CALS),"Colonel Rahman Road, Arafpur, Post: Jhenidaha, Dist.: Jhenidaha Phone: 0451-61192",2261,12-08-07,12-08-12,12-08-17,Jhenaidah,Bangladesh,,
618,Commitment for Rural Development,"21/1, Jikatola, Dhanmondi R/A., Dhaka",0723,29-06-93,,29-06-98,Dhaka,Bangladesh,,
619,Committed Organisation for Development Extension Services (CODES),"7, Mohakhali C/A, Dhaka.",1248,08-03-98,,08-03-03,Dhaka,Bangladesh,,
620,Communities Rural Organization for Social Service (CROSS),"310\A, East Monipur, Kathal Tala, Mirpur-2, Dhaka",1226,22-12-97,,22-12-02,Dhaka,Bangladesh,,
621,Community Advancement Forum (CAF),"Ujanipara, PO Box: 05, Montu Babu Building (3rd floor), Bandarban- 4600, Bandarban,
Phone: 0361-63229",2022,29-03-05,29-03-10,29-03-15,Bandarban,Bangladesh,,
622,Community Assistance for Rural Development (CARD),"House-30/C, Road-27 (Old), 16 (New), Dhanmondi, Dhaka.
Phone: 8151813",2704,28-05-12,,28-05-17,Dhaka,Bangladesh,,
623,Community Development Advancement,"House-199, Nirala Bhaban, Shabujbagh, Dist: Patuakhali Phone: 044164141",2960,23-08-15,,23-08-20,Patuakhali,Bangladesh,,
624,Community Development and Health Care Centre (CDHC),"306/2, Godown Road, Galachipa, Patuakhali
Phone: 04424-56502",2293,28-11-07,28-11-12,28-11-17,Patuakhali,Bangladesh,,
625,Community Development Association,"House-51, Block-01, Upashahar, Dinajpur-5200
Phone: 0531-64428, Fax: 0531-
65605",0283,16-01-89,16-01-14,16-01-19,Dinajpur,Bangladesh,,
626,Community Development Association,"Barhatta Road, Netrakona Phone: 01925-313403",0234,30-08-87,30-08-12,30-08-17,Netrakona,Bangladesh,,
627,Community Development Centre,"House-47/H, Road-01, Ispahani Park, South Khulshi, Chittagong. Phone: 031-610607, 612972
Fax: 031-2853824
www.codecbd.org",0263,09-04-88,08-04-13,08-04-18,Chittagong,Bangladesh,,
628,Community Development Centre of Bangladesh (CDCB),"Matrisadan Road, Pirojpur",1778,23-12-02,,23-12-07,Pirojpur,Bangladesh,,
629,Community Development Foundation,"152/1 paban House, Bazar Road, Santinagar, Dhaka-1217.
Phone: 9350452",1291,03-09-98,03-09-08,03-09-13,Dhaka,Bangladesh,,
630,Community Development Library (CDL),"House-67/A, Road-9/A, Dhanmondi, Dhaka.
Phone: 8113769, 8110495
Fax: 8110254
www.cdlbd-bd.org",0126,20-10-82,15-05-15,15-05-20,Dhaka,Bangladesh,,
631,Community Development Partnership,"15, Mymensing Road, Banglamotor, Dhaka
Phone : 9664032",1717,02-06-02,,02-06-07,Dhaka,Bangladesh,,
632,Community Development Programme (CDP),"Shadullahpur (West Para), Gaibandha",1050,11-07-96,10-07-01,10-07-06,Gaibandha,Bangladesh,,
633,Community Development Society (CDS),"Vill: Shimulia, Post: Shimulia, Gopinathpur, Jhikorgacha, Dist.: Jessore.
Phone: 01711-988091",2333,17-04-08,17-04-13,17-04-18,Jessore,Bangladesh,,
634,Community Health Care Project,"Plot # 1, Road-4, Section- 2, Block-B, Mirpur Housing Estate, Dhaka.
Phone : 8015101-2, Fax: 9009811",0025,22-04-81,15-05-05,15-05-10,Dhaka,Bangladesh,,
635,Community Health Development Society,"260/1, West Shaorapara, Mirpur, Dhaka
Phone : 01819-218378",1457,12-12-99,12-12-09,12-12-14,Dhaka,Bangladesh,,
636,Community Life (CL)],"House-82, Road-18, Sector-11, (3rd Floor), Uttara, Dhaka-1230
Phone: 01731-153486",0898,07-02-95,02-07-15,02-07-20,Dhaka,Bangladesh,,
637,Community Organization for Livelihood Improvement (COLI),"Vill-+Post+Upazilla- Isshargonj, Dist.- Mymensingh.
Phone: 8057435",1967,04-10-04,04-10-09,04-10-14,Mymensingh,Bangladesh,,
638,Community Participation and Development,"1/F, North Adabor, Ring Road, Shymali, Dhaka-1207
Phone: 9132862 www.cpdbd.com",1016,07-03-96,07-03-16,07-03-21,Dhaka,Bangladesh,,
639,Community Participation for Health and Development (CPHD),"65/D, Jhigatola (3rd Floor), Dhaka- 1209.
Phone: 9631007",2048,21-12-05,21-12-10,21-12-15,Dhaka,Bangladesh,,
640,Community Reconstruction Centre,"Morrelganj, Bagerhat Phone: 041-732450",0336,09-01-90,09-01-15,09-01-20,Bagerhat,Bangladesh,,
641,Community Recovery International Bangladesh,"House-104, Road-19, Sector-11, Uttara, Dhaka
Phone: 01772-125589",2885,21-08-14,,21-08-19,Dhaka,USA,,
642,Community Service Centre (CSC),"Ladies Club Building, Bels Pachi, Raza Shahar Road, Barisal.
Phone : 3167",0536,24-09-91,24-09-01,24-09-06,Barisal,Bangladesh,,
643,Community Welfare Foundation,"House-164, Road-11, Sonadanga R/A, Dhaka
Phone: 01839-996732",0306,12-07-89,12-07-14,12-07-19,Khulna,Bangladesh,"Cancelled on 18/04/2010,
Revived on 18/10/2015",
644,Compassion International Bangladesh,"House-53, Road-10, Block-E, Banani, Dhaka.
Phone: 9860077, Fax: 9888597
www.compassion.com",2378,21-07-08,21-07-13,21-07-18,Dhaka,USA,,
645,Compate,"108 Masjid Road, DOHS, Banani, Dhaka.",2688,08-04-12,,08-04-17,Dhaka,Bangladesh,,
646,Comprehensive Programme for Rural Advancement,"7/6, Block-D, Lalmatia, Dhaka.",0340,14-01-90,20-01-95,20-01-00,Dhaka,Bangladesh,,
647,Comptech Bangladesh,"KD Ghosh Road, 106-107 K.C.C.
Super Market (1st Floor), K.D. Gosh Road, Khulna.
Phone: 01917-939001, 01197-
029595",2184,15-01-07,15-01-12,15-01-17,Khulna,Bangladesh,,
648,Comunity Eye Care and Research Centre,"Ashratpur, Rangpur Cadet College, Rangpur
Phone : 61337",1801,24-02-03,24-02-13,24-02-18,Rangpur,Bangladesh,,
649,CONCERN - Worldwide,"House-15, SW(D), Road-07, Gulshan- 01, Dhaka-1212
Phone: 58811469
Fax: 8817517
www.concern.net",0031,22-04-81,15-05-16,15-05-21,Dhaka,Ireland,,
650,Concern On National Problems,"House-35, Road-10, Sector-04, Uttara Model Town, Dhaka. Phone: 8952777, 8952777",1186,07-09-97,07-09-12,07-09-17,Dhaka,Bangladesh,,
651,Concern Services for Disabled (CSD),"Gaptapara, P.O.: Nandirhat, Ward No.-01, Chittagong City Corporation, Hathazari, Chittagong.
Phone: 031-2580588",2472,04-08-09,04-08-14,04-08-19,Chittagong,Bangladesh,,
652,Concern Universal,"House-08, Road-28, Block-K, Banani, Dhaka.
Phone: 8855296, 9883267
www.concern-universal.org",0702,04-05-93,04-05-13,04-05-18,Dhaka,UK,,
653,Concern with Environmental Development and Research (CEDER),"768, Satmasjid Road, Dhanmondi, Dhaka
Phone : 9121504, 9145667",1132,01-02-97,01-02-12,01-02-17,Dhaka,Bangladesh,,
654,Concerned Women for Family Development.,"House-16 & 18, Road-01, Block-E, Bonosree, Rampura, Dhaka-1219. Phone: 7287046, Fax: 7287019
www.cwfd.org",0072,22-04-81,15-05-15,15-05-20,Dhaka,Bangladesh,,
655,Conciousness Raising Centre (CRC),"Arappur, New Academy Road, Jhenaidah",0510,03-08-91,,03-08-96,Jhenaidah,Bangladesh,,
656,Confidence,"51-F, Johnson Road, Dhaka Phone : 243330",1325,24-12-98,,24-12-03,Dhaka,Bangladesh,,
657,Confidential Approach to Aids Prevention,"House-63/D, (1st Floor), Block-D, Road-15, Banani, Dhaka-1213. Phone: 9884266, Fax: 9881119
www.caap-bd.org",1061,24-08-96,24-08-11,24-08-16,Dhaka,Bangladesh,,
658,"Conservation of Environment
& Empowerment of the Poor (SEEP)","327/1 Noyatola Maghbazar, Dhaka. Phone: 01711-707421",2610,09-11-10,,09-11-15,Dhaka,Bangladesh,,
659,Consumers Association of Bangladesh,"House-8/6, Segunbagicha, Dhaka. Phone : 9562858, Fax: 9577452
www.consumerbd.org",0197,02-03-86,02-03-16,02-03-21,Dhaka,Bangladesh,,
660,Coop Benedict Memorial Society (CBMS),"Vill: Vennabari, Post: Uttar Vennabari, Upazilla+Dist.: Gopalgonj Phone: 01712-909974",2244,13-06-07,13-06-12,13-06-17,Gopalganj,Bangladesh,,
661,Co-operation for Small Organisations (CSO),"Pump Nibash, Modern Para, Jhenaidah
Phone : 23228",1139,25-02-97,25-02-07,25-02-12,Jhenaidah,Bangladesh,,
662,Co-operation in Development of Bangladesh,"PO: Char Fassion, Dist: Bhola Phone: 01715-050340
www.fredhyde.org",0099,07-06-91,07-07-11,07-07-16,Bhola,Australia,,
663,"Co-operative Credit Union League of Bangladesh, The","Calbe Bhaban, School Road, Khilbarir Tek, Gulshan, Dhaka.",0247,28-12-87,28-12-04,28-12-09,Dhaka,Bangladesh,,
664,Counterpart International Inc.,"House-14(3rd Fl.), Road-32, Gulshan- 1, Dhaka.
Phone: 9851021, Fax: 9851042",2811,25-08-13,,25-08-18,Dhaka,USA,,
665,Country Development Organization,"Vill & PO: Banesher Wardi, House- 316, Upazila: Nagarkanda, Faridpur Phone: 01720132466",3017,07-03-16,,07-03-21,Faridpur,Bangladesh,,
666,Country Vision,"House-6/3, Block-D, Lalmatia, Dhaka- 1207
Phone: 9144036, Fax: 9125326
www.countryvisionbd.com",1577,18-10-00,18-05-10,18-05-15,Dhaka,Bangladesh,,
667,Cox's Bazar Baitus Sharaf Hospital,"Baitus Sharaf Complex, Baitus Sharaf Road, Cox's Bazar.
Phone : 0341-63911",1234,22-01-98,22-01-13,22-01-18,Cox'sBazar,Bangladesh,,
668,Credit & Development Forum (CDF),"House-5/8, Block-D, Lalmatia, Dhaka- 1207.
Phone: 8142998, 8143001",0859,01-10-94,01-10-09,01-10-14,Dhaka,Bangladesh,,
669,Crescent,"Old Sathkhira, Sathkhira. Phone: 0471-63078",2380,22-07-08,22-07-13,22-07-18,Sathkhira,Bangladesh,,
670,CRUD (Committee for Rural & Urban Development),"House-51, Chiriakhana Road, Sastonogor, Habiganj  Phone: 01711-171405",2770,06-03-13,,06-03-18,Habiganj,Bangladesh,,
671,Cultural Movement for Human Development,"House-37, Road-14, Rupnagar R/A, Mirpur, Dhaka-1216",2303,05-02-08,,05-02-13,Dhaka,Bangladesh,,
672,Dackhin Anchalio Dariddo Bimochan Sangstha,"College Branch Road, Barguna.",2400,13-01-09,,13-01-14,Barguna,Bangladesh,,
673,Daff Bangladesh,"Shibtala, Chapainowabganj. Phone: 01730-110835
www.daff-bangladesh.org",2226,25-04-07,25-04-12,25-04-17,Dhaka,Bangladesh,,
674,Dak Diya Jai,"House-01, Bipas Road, Nasimpur, Pirojpur Sadar, Pirojpur
Phone: 0461-62763",0484,08-06-91,08-06-11,08-06-16,Pirojpur,Bangladesh,,
675,DAKBHANGA,"Nur Villa (Gr. Floor), Thana Road, Sipahi Para, Ramu, Cox'sBazar. Phone: 01711-112159, 01819-
928751, 01819-934935",1952,31-08-04,31-08-14,31-08-19,Cox'sBazar,Belgium,,
676,Dalit,"37/1, Kedamatho Road, KUET, Moheswarpasha, Daulatpur, Khulna Phone: 041-775018",1374,28-04-99,28-04-14,28-04-19,Khulna,Bangladesh,,
677,Damien Foundation,"H-24, Rd-18, B-A, Banani Model Town, Dhaka.
Phone : 8822189, Fax: 8810989",0583,01-11-92,11-01-12,11-01-17,Dhaka,Belgium,,
678,Dancharch Aid,"House-83, Apart-A/3, Road-23, Gulshan, Dhaka.
Phone: 8834343 www.danchurch.org",2596,14-09-10,14-09-15,14-09-20,Dhaka,Denmark,,
679,Danish Bangladesh Laprosy Mission,"House-483, Road-32, Mohakhali DOHS (New), Dhaka-1206 Phone: 9882058 www.leprosymission.org",0039,27-08-81,15-05-15,15-05-20,Dhaka,Denmark,,
680,Danish Refugee Council,"House-112/2, Road-03, Block-F, 3rd Floor, Banani, Dhaka-1213
Phone: 01715-895509",2804,30-07-13,,30-07-18,Dhaka,Denmark,,
681,Daradi,"Medicare Hospital, Daradi Clinic,
G.M. Road, Fultala, Chowrasta, Kustia.",1847,28-06-03,,28-06-08,Kustia,Bangladesh,,
682,Darial Union Jono Kalyan Sangstha (DUJKS),"Vill. Kamarkhali, Post. Uttampur, Thana Bakergonj, Dist. Barisal. Phone: 01715-596451",1052,03-08-96,03-08-13,03-08-18,Barisal,Bangladesh,,
683,Daridra Bimochan shahyak Karmoshuchi,"Sultan Mension, 3 Sujanagar, Pallabi, Mirpur-2, Dhaka Phone: 807380, 9000572
Fax: 9004571",1777,22-12-02,22-12-07,22-12-12,Dhaka,Bangladesh,,
684,Daridra Bimochon Sagstha,"Fulbagan Road, Mukharjee Para, Meherpur.
Phone: 01791-62629",2674,09-02-12,,09-02-17,Meherpur,Bangladesh,,
685,Daridra Manabik Unnayan Sangstha,"Nabagram Road, Barisal Phone: 01727-247127",2881,19-08-14,,19-08-19,Barisal,Bangladesh,,
686,Daridra Mochan Prochasta,"Chara Shipur, PO: Eshan Gopalpur, Dist: Faridpur.
Phone: 01752-519155",2779,08-04-13,,08-04-18,Faridpur,Bangladesh,,
687,Daridra Nibaron Kendra,"Vill: Jhikira, PO: Ullapara, UZ: Ullapara, Dist: Sirajganj.
Phone: 07529-56170",1511,19-04-00,19-04-10,19-04-15,Sirajganj,Bangladesh,,
688,Daridraya Nerosan Prochesta (DNP),"Ambikapur, Faridpur",0530,04-09-91,04-09-96,04-09-01,Faridpur,Bangladesh,,
689,Daridro Unnayan Kendro (DUK),"55, Atish Dipankar Road, Dhakkin Mugda, Sabujbagh, Dhaka-1214 Phone: 9615934, Fax: 9615915",2165,23-11-06,23-11-11,23-11-16,Gopalganj,Bangladesh,,
690,Darpan Jana Kallyan Samity,"23/2, Sher-E-Bangla Road, Zigatola, Hazaribagh, Dhaka-1209
Phone: 01716-355682",1418,31-08-99,31-08-14,31-08-19,Dhaka,Bangladesh,"Cancelled on 13/04/2010,
Revived on 01/01/2013",
691,Darul Ihsan Trust,"House # 21, Road # 9A, Dhanmondi R.A., Dhaka",0490,20-06-91,,20-06-96,Dhaka,Bangladesh,,
692,Darul Kidmah Wal Falah Bangladesh,"376/3, South Paikpara, Al-amin Road, Mirpur, Dhaka
Phone :9012569",1522,11-05-00,21-05-15,21-05-20,Dhaka,Bangladesh,,
693,Darul Quran Foundation,"House # 7, Road # 7, Block # F, Banani, Dhaka",0856,11-09-94,,11-09-99,Dhaka,Bangladesh,,
694,Dascoh Foundation,"Lutheran Mission Complex, Dingadoba, Rajshahi.
Phone: 0721-771354",0934,17-05-95,17-05-15,17-05-20,Dhaka,Bangladesh,,
695,Dayemi Complex Bangladesh,"42/2, Azimpur Choto Daira Sharif, Dhaka-1205
Phone: 01771-575262",0396,22-10-90,22-10-15,22-10-20,Dhaka,Bangladesh,"Cancelled on 13/04/2010,
Revived on 18/10/2015",
696,Dayemi Foundation,"42/2, Azimpur Road, Chotto Dayera Sharif, Dhaka
Phone: 9663086",3014,29-02-16,,28-02-21,Dhaka,Bangladesh,,
697,Debi Chowdhurani Palli Unnayan Kendra,"Post. Chowdhurany, UZ: Pirgacha, Dist. Rangpur
Phone: 01714-966608",1062,24-08-96,24-08-11,24-08-16,Rangpur,Bangladesh,,
698,Debidwar Faizunnesa Foundation,"Vill: Bakser, PO: Unjuti, PS: Debidwar, Dist: Comilla. Phne: 01819-130146",2918,02-02-15,,02-02-20,Comilla,Bangladesh,,
699,Deep Eye Care Foundation,"Dorsona, Akkelpur, Rangpur. Phone: 0521-61337",2423,30-03-09,30-03-14,30-03-19,Rangpur,Bangladesh,,
